city,competition,date_0,date_1,date_2,date_3,date_4,eliminator,file_no,gender,index,match_number,match_referee,method,neutralvenue,outcome,player_of_match,reserve_umpire,season,series,team,toss_decision,toss_winner,tv_umpire,umpire_0,umpire_1,venue,winner,winner_innings,winner_runs,winner_wickets
St Lucia,ICC World Cup,2007/03/22,,,,,,247475,male,0,18,MJ Procter,,true,,L Vincent,PD Parker,2006/07,,New Zealand,field,Canada,RE Koertzen,Asad Rauf,BR Doctrove,"""Beausejour Stadium",New Zealand,,114,
Southampton,World Cup,2019/06/05,,,,,,1144490,male,0,8,RS Madugalle,,,,RG Sharma,Aleem Dar,2019,,South Africa,bat,South Africa,RK Illingworth,RA Kettleborough,MA Gough,The Rose Bowl,India,,,6
,,2013/07/24,,,,,,643665,male,0,1,BC Broad,,,,V Kohli,L Rusere,2013,India in Zimbabwe ODI Series,India,field,India,TJ Matibiri,BNJ Oxenford,RB Tiffin,Harare Sports Club,India,,,6
Scarborough,"""ICC Women's Championship",2014/08/23,,,,,,722391,female,0,2,DT Jukes,,,,CM Edwards,,2014,India Women in England ODI Series,India,field,India,,MR Benson,MJ Saggers,North Marine Road Ground,England,,13,
Karachi,Asia Cup,2008/07/04,,,,,,335357,male,0,12,AG Hurst,,,,Abdur Rauf,Khalid Mahmood,2008,,Bangladesh,bat,Bangladesh,MG Silva,IJ Gould,AL Hill,National Stadium,Pakistan,,,10
,Big Bash League,2014/01/10,,,,,Perth Scorchers,654069,male,0,,D Talalla,,,tie,Yasir Arafat,AK Wilds,2013/14,,Perth Scorchers,bat,Perth Scorchers,AP Ward,GA Abood,SD Fry,Sydney Cricket Ground,,,,
Perth,,2009/01/30,,,,,,351688,male,0,5,RS Madugalle,,,,HM Amla,AR Craig,2008/09,South Africa in Australia ODI Series,South Africa,bat,South Africa,PR Reiffel,IJ Gould,BNJ Oxenford,Western Australia Cricket Association Ground,South Africa,,39,
Cardiff,ICC Champions Trophy,2017/06/09,,,,,,1022363,male,0,9,BC Broad,,true,,Shakib Al Hasan,RK Illingworth,2017,,New Zealand,bat,New Zealand,Aleem Dar,IJ Gould,NJ Llong,Sophia Gardens,Bangladesh,,,5
Kanpur,,2013/11/27,,,,,,676533,male,0,3,DC Boon,,,,S Dhawan,K Bharatan,2013/14,West Indies in India ODI Series,West Indies,field,India,VA Kulkarni,AK Chaudhary,RJ Tucker,Green Park,India,,,5
Guyana,,2013/07/14,,,,,,645635,male,0,1,DC Boon,,,,Shahid Afridi,PJ Nero,2013,Pakistan in West Indies ODI Series,Pakistan,field,West Indies,NJ Llong,PR Reiffel,JS Wilson,Providence Stadium,Pakistan,,126,
St Lucia,,2013/07/21,,,,,,645641,male,0,4,DC Boon,D/L,,,MN Samuels,JS Wilson,2013,Pakistan in West Indies ODI Series,Pakistan,field,Pakistan,PR Reiffel,SJ Davis,PJ Nero,"""Beausejour Stadium",Pakistan,,,6
Nottingham,World Cup,2019/06/03,,,,,,1144488,male,0,6,JJ Crowe,,,,Mohammad Hafeez,CB Gaffaney,2019,,Pakistan,field,England,RSA Palliyaguruge,M Erasmus,S Ravi,Trent Bridge,Pakistan,,14,
Christchurch,ICC Cricket World Cup,2015/02/14,,,,,,656399,male,0,1,DC Boon,,,,CJ Anderson,SD Fry,2014/15,,Sri Lanka,field,Sri Lanka,S Ravi,M Erasmus,NJ Llong,Hagley Oval,New Zealand,,98,
Dominica,,2009/07/28,,,,,,401074,male,0,2,RS Mahanama,,,,Shakib Al Hasan,CR Duncan,2009,Bangladesh in West Indies ODI Series,Bangladesh,bat,West Indies,NA Malcolm,BR Doctrove,AL Hill,"""Windsor Park",Bangladesh,,,3
Mirpur,,2015/06/21,,,,,,870733,male,0,2,AJ Pycroft,D/L,,,Mustafizur Rahman,Gazi Sohel,2015,India in Bangladesh ODI Series,India,bat,India,Anisur Rahman,Sharfuddoula,RJ Tucker,Shere Bangla National Stadium,Bangladesh,,,6
Hamilton,,2014/01/22,,,,,,667643,male,0,2,DC Boon,D/L,,,KS Williamson,DJ Walker,2013/14,India in New Zealand ODI Series,India,field,India,GAV Baxter,CB Gaffaney,RJ Tucker,Seddon Park,New Zealand,,15,
Brisbane,,2014/01/17,,,,,,636160,male,0,2,RS Madugalle,,,,JP Faulkner,SD Fry,2013/14,England in Australia ODI Series,England,bat,England,REJ Martinesz,HDPK Dharmasena,JD Ward,"""Brisbane Cricket Ground",Australia,,,1
Mumbai,ICC Women's World Cup,2013/02/17,,,,,,594915,female,0,,DT Jukes,,true,,JE Cameron,Sarika Prasad,2012/13,,West Indies,bat,Australia,RSA Palliyaguruge,S George,VA Kulkarni,Brabourne Stadium,Australia,,114,
Mirpur,Tri-Nation Tournament in Bangladesh,2010/01/10,,,,,,434262,male,0,5,AJ Pycroft,,true,,Z Khan,Tanvir Ahmed,2009/10,,Sri Lanka,bat,Sri Lanka,Sharfuddoula,Enamul Haque,IJ Gould,Shere Bangla National Stadium,India,,,8
,,2011/08/14,,,,,,522247,male,0,2,RS Mahanama,,,,BV Vitori,S Rwaziyeni,2011,Bangladesh in Zimbabwe ODI Series,Bangladesh,field,Zimbabwe,O Chirombe,HDPK Dharmasena,RB Tiffin,Harare Sports Club,Zimbabwe,,,7
Lahore,,2007/10/29,,,,,,299010,male,0,5,AG Hurst,,,,M Ntini,Saleem Badar,2007/08,South Africa in Pakistan ODI Series,South Africa,bat,South Africa,Riazuddin,BF Bowden,Nadeem Ghauri,Gaddafi Stadium,South Africa,,14,
,,2009/07/30,,,,,,403370,male,0,1,AG Hurst,,,,M Muralitharan,AG Dissanayake,2009,Pakistan in Sri Lanka ODI Series,Pakistan,field,Pakistan,HDPK Dharmasena,SJ Davis,EAR de Silva,Rangiri Dambulla International Stadium,Sri Lanka,,36,
Jamaica,,2006/05/20,,,,,,239916,male,0,2,BC Broad,,,,RR Sarwan,,2006,India in West Indies ODI Series,India,field,India,NA Malcolm,Asad Rauf,BR Doctrove,"""Sabina Park",West Indies,,1,
Brisbane,,2010/02/14,,,,,,406195,male,0,4,J Srinath,,,,RT Ponting,NS McNamara,2009/10,West Indies in Australia ODI Series,West Indies,field,West Indies,BNJ Oxenford,BF Bowden,PR Reiffel,"""Brisbane Cricket Ground",Australia,,50,
Colombo,,2009/01/31,,,,,,386531,male,0,2,BC Broad,,,,I Sharma,WA Senanayake,2008/09,India in Sri Lanka ODI Series,India,bat,India,HDPK Dharmasena,BG Jerling,MG Silva,R Premadasa Stadium,India,,15,
Khulna,,2012/11/30,,,,,,587471,male,0,1,AJ Pycroft,,,,Sohag Gazi,Masudur Rahman,2012/13,West Indies in Bangladesh ODI Series,West Indies,bat,West Indies,Anisur Rahman,Enamul Haque,REJ Martinesz,Sheikh Abu Naser Stadium,Bangladesh,,,7
Mirpur,,2016/10/07,,,,,,1029819,male,0,1,J Srinath,,,,JT Ball,Anisur Rahman,2016/17,England in Bangladesh ODI Series,England,bat,England,Aleem Dar,M Erasmus,Sharfuddoula,Shere Bangla National Stadium,England,,21,
Barbados,,2016/06/24,,,,,,932865,male,0,9,JJ Crowe,,,,DM Bravo,JS Wilson,2016,West Indies Tri-Nation Series,South Africa,field,South Africa,RA Kettleborough,GO Brathwaite,HDPK Dharmasena,"""Kensington Oval",West Indies,,100,
Derby,ICC Women's World Cup,2017/07/12,,,,,,1085968,female,0,24,SR Bernard,,,,NR Sciver,CA Polosak,2017,,New Zealand,bat,England,,Ahsan Raza,JM Williams,County Ground,England,,75,
Taunton,ICC Women's World Cup,2017/07/06,,,,,,1085960,female,0,16,SR Bernard,,true,,LM Kasperek,Sharfuddoula,2017,,West Indies,field,New Zealand,,Ahsan Raza,AT Holdstock,County Ground,New Zealand,,,8
Guyana,,2009/03/22,,,,,,352666,male,0,2,J Srinath,,,,S Chanderpaul,D Somwaru,2008/09,England in West Indies ODI Series,England,bat,West Indies,CE Mack,Aleem Dar,CR Duncan,Providence Stadium,West Indies,,21,
Colombo,"""ICC Women's Championship",2014/10/17,2014/10/18,,,,,757505,female,0,2,GF Labrooy,,,no result,,HMNC Danasinghe,2014/15,South Africa Women in Sri Lanka ODI Series,South Africa,bat,Sri Lanka,,REJ Martinesz,RR Wimalasiri,Sinhalese Sports Club Ground,,,,
Bristol,,2016/06/26,,,,,,913627,male,0,3,DC Boon,,,no result,,RJ Bailey,2016,Sri Lanka in England ODI Series,Sri Lanka,field,England,BNJ Oxenford,PR Reiffel,RT Robinson,County Ground,,,,
,,2006/01/24,,,,,,226384,male,0,6,JJ Crowe,,true,,HH Dippenaar,,2005/06,VB Series,Sri Lanka,bat,South Africa,SJ Davis,Aleem Dar,DJ Harper,Adelaide Oval,South Africa,,9,
St Kitts,ICC World Cup,2007/03/20,,,,,,247470,male,0,15,RS Madugalle,,true,,GC Smith,AL Hill,2006/07,,South Africa,field,South Africa,SA Bucknor,MR Benson,EAR de Silva,"""Warner Park",South Africa,,,7
Mirpur,,2015/07/10,,,,,,817207,male,0,1,DC Boon,,,,K Rabada,Enamul Haque,2015,South Africa in Bangladesh ODI Series,South Africa,bat,Bangladesh,RK Illingworth,MA Gough,Sharfuddoula,Shere Bangla National Stadium,South Africa,,,8
,,2017/07/02,,,,,,1104479,male,0,2,BC Broad,,,,PADLR Sandakan,REJ Martinesz,2017,Zimbabwe in Sri Lanka ODI Series,Zimbabwe,field,Sri Lanka,IJ Gould,NJ Llong,RSA Palliyaguruge,Galle International Stadium,Sri Lanka,,,7
Barbados,,2009/03/27,,,,,,352667,male,0,3,J Srinath,D/L,,,DJ Bravo,VV Bullen,2008/09,England in West Indies ODI Series,England,field,West Indies,NA Malcolm,SA Bucknor,SJ Davis,"""Kensington Oval",West Indies,,,8
Ranchi,,2013/10/23,,,,,,647255,male,0,4,RS Mahanama,,,no result,,VK Sharma,2013/14,Australia in India ODI Series,Australia,field,India,AK Chaudhary,RA Kettleborough,VA Kulkarni,JSCA International Stadium Complex,,,,
London,,2010/07/03,,,,,,426391,male,0,5,J Srinath,,,,SW Tait,RK Illingworth,2010,NatWest Series,Australia,bat,Australia,RA Kettleborough,Aleem Dar,NJ Llong,Lord's,Australia,,42,
Mirpur,,2014/02/22,,,,,,690359,male,0,3,DC Boon,,,,MDKJ Perera,Tanvir Ahmed,2013/14,Sri Lanka in Bangladesh ODI Series,Sri Lanka,field,Sri Lanka,Anisur Rahman,Sharfuddoula,RJ Tucker,Shere Bangla National Stadium,Sri Lanka,,,6
Bulawayo,,2011/10/25,,,,,,527016,male,0,3,BC Broad,,,,MN Waller,C Phiri,2011/12,New Zealand in Zimbabwe ODI Series,New Zealand,bat,New Zealand,TJ Matibiri,O Chirombe,BNJ Oxenford,Queens Sports Club,Zimbabwe,,,1
Potchefstroom,,2011/10/25,,,,,,527681,female,0,3,D Govindjee,,,,HC Knight,R Ellis,2011/12,England Women in South Africa ODI Series,England,field,England,,LB Gcuma,CD Isaacs,Senwes Park,England,,,5
Los Angeles,ICC World Cricket League Division Four,2016/11/01,,,,,,1062505,male,0,,D Govindjee,,true,,JA DeSilva,A Kapa,2016/17,,Denmark,field,Denmark,,L Oala,CM Tuckett,"""Wong Cricket Field",Bermuda,,38,
Taunton,ICC Women's World Cup,2017/06/26,,,,,,1085948,female,0,4,DT Jukes,,true,,NE Bolton,CM Brown,2017,,West Indies,bat,West Indies,,K Cross,AT Holdstock,County Ground,Australia,,,8
Trinidad,,2017/06/23,,,,,,1098206,male,0,1,DC Boon,,,no result,,N Duguid,2017,India in West Indies ODI Series,India,field,West Indies,CB Gaffaney,HDPK Dharmasena,JS Wilson,"""Queen's Park Oval",,,,
Cape Town,Indian Premier League,2009/04/23,,,,,Rajasthan Royals,392190,male,0,10,GR Viswanath,,true,tie,YK Pathan,EC Hendrikse,2009,,Rajasthan Royals,field,Kolkata Knight Riders,AM Saheba,MR Benson,M Erasmus,Newlands,,,,
Mumbai,ICC Women's World Cup,2013/02/15,,,,,,594914,female,0,,DT Jukes,,true,,CM Edwards,BB Pradhan,2012/13,,New Zealand,field,England,RSA Palliyaguruge,S George,VA Kulkarni,Brabourne Stadium,England,,,4
Kuala Lumpur,Asian Cricket Council Premier League,2014/05/05,,,,,,736517,male,0,11,Ramesh Menon,D/L,true,,Irfan Ahmed,Shafizan Shahriman,2014,,Nepal,field,Nepal,,V Kalidas,B Ramani,Bayuemas Oval,Nepal,,,7
Kuala Lumpur,ICC World Cricket League Division Four,2012/09/03,,,,,,576403,male,0,,DT Jukes,,true,,A Bhattarai,N Sivan,2012,,Singapore,bat,Singapore,,SN Bandekar,REJ Martinesz,Selangor Turf Club,Nepal,,,5
Nottingham,,2010/07/08,,,,,,426403,male,0,1,J Srinath,,,,IR Bell,RA Kettleborough,2010,NatWest Series,Bangladesh,bat,Bangladesh,RK Illingworth,Asad Rauf,NJ Llong,Trent Bridge,England,,,6
Mirpur,,2006/12/08,,,,,,264070,male,0,4,RS Madugalle,,,,Aftab Ahmed,,2006/07,Zimbabwe in Bangladesh ODI Series,Zimbabwe,field,Bangladesh,Ziaul Islam,Nadeem Ghauri,Nadir Shah,Shere Bangla National Stadium,Bangladesh,,,8
Bristol,,2010/07/10,,,,,,426404,male,0,2,J Srinath,,,,Mashrafe Mortaza,NJ Llong,2010,NatWest Series,Bangladesh,field,England,RA Kettleborough,Asad Rauf,RK Illingworth,County Ground,Bangladesh,,5,
Hong Kong,,2016/11/06,,,,,,1026849,male,0,2,GF Labrooy,,,,CA Soper,IA Thomson,2016/17,Papua New Guinea in Hong Kong ODI Series,Papua New Guinea,bat,Papua New Guinea,,Sharfuddoula,Tabarak Dar,"""Mission Road Ground",Papua New Guinea,,14,
Taunton,ICC Women's World Cup,2017/07/12,,,,,,1085966,female,0,22,DT Jukes,,true,,D van Niekerk,AK Chaudhary,2017,,Sri Lanka,bat,Sri Lanka,,GO Brathwaite,K Cross,County Ground,South Africa,,,8
,,2014/01/19,,,,,,666039,female,0,1,D Cox,,,,LS Greenway,,2013/14,Women's Ashes,England,bat,Australia,,SAJ Craig,GC Joshua,Melbourne Cricket Ground,England,,,7
London,World Cup,2019/06/02,,,,,,1144487,male,0,5,DC Boon,,,,Shakib Al Hasan,BNJ Oxenford,2019,,South Africa,field,South Africa,HDPK Dharmasena,JS Wilson,PR Reiffel,Kennington Oval,Bangladesh,,21,
Bulawayo,,2016/11/21,,,,,,1059713,male,0,4,J Srinath,,,no result,,TJ Matibiri,2016/17,Zimbabwe Tri-Nation Series,Sri Lanka,bat,Zimbabwe,RK Illingworth,MA Gough,L Rusere,Queens Sports Club,,,,
Guwahati,,2009/11/08,,,,,,416241,male,0,6,BC Broad,,,,DE Bollinger,S Ravi,2009/10,Australia in India ODI Series,Australia,bat,India,SS Hazare,EAR de Silva,SK Tarapore,Nehru Stadium,Australia,,,6
,Commonwealth Bank Series,2008/02/19,,,,,,291366,male,0,8,JJ Crowe,,true,,KC Sangakkara,AR Collins,2007/08,,Sri Lanka,bat,Sri Lanka,RL Parry,AL Hill,PD Parker,Adelaide Oval,India,,,2
Gwalior,,2010/02/24,,,,,,441828,male,0,2,AJ Pycroft,,,,SR Tendulkar,RM Deshpande,2009/10,South Africa in India ODI Series,South Africa,bat,India,SS Hazare,IJ Gould,SK Tarapore,Captain Roop Singh Stadium,India,,153,
Singapore,ICC World Cricket League Division Four,2014/06/25,,,,,,749557,male,0,,SR Bernard,,,,CR Kumarage,N Mohanty,2014,,Oman,field,Singapore,,Ahmed Shah Durrani,DA Haggo,Kallang Ground,Singapore,,,2
Dubai,,2015/11/12,,,,,,930567,male,0,,,D/L,true,,,Ahmed Shah Durrani,2015/16,Oman tour of United Arab Emirates,Papua New Guinea,field,Papua New Guinea,,Imran Mustafa,BB Pradhan,ICC Academy Ground No 2,Papua New Guinea,,,2
Mirpur,Tri-Nation Tournament in Bangladesh,2010/01/08,,,,,,434261,male,0,4,AJ Pycroft,,,,WU Tharanga,AFM Akhtaruddin,2009/10,,Sri Lanka,field,Sri Lanka,Enamul Haque,Sharfuddoula,SJA Taufel,Shere Bangla National Stadium,Sri Lanka,,,9
Manchester,,2010/06/27,,,,,,426389,male,0,3,J Srinath,,,,GP Swann,NJ Llong,2010,NatWest Series,Australia,field,England,RA Kettleborough,Aleem Dar,IJ Gould,Old Trafford,England,,,1
Chelmsford,ICC Women's Championship,2019/06/13,,,,,,1168018,female,0,,,D/L,,,AE Jones,James Middlebrook,2019,,West Indies,field,West Indies,GD Lloyd,DJ Millns,S Redfern,County Ground,England,,135,
Jaipur,,2007/11/18,,,,,,297805,male,0,5,RS Mahanama,,,,Shoaib Malik,S Rao,2007/08,Pakistan in India ODI Series,Pakistan,field,India,AM Saheba,BR Doctrove,SL Shastri,Sawai Mansingh Stadium,Pakistan,,31,
Abu Dhabi,Dubai Triangular Series,2015/01/14,,,,,,812645,male,0,4,GF Labrooy,,true,,JH Davey,Ahmed Shahab,2014/15,,Scotland,bat,Scotland,,VA Kulkarni,Sharfuddoula,Sheikh Zayed Stadium,Scotland,,150,
Mirpur,ICC Cricket World Cup,2011/03/25,,,,,,433602,male,0,,RS Mahanama,,true,,JDP Oram,NJ Llong,2010/11,,South Africa,bat,New Zealand,HDPK Dharmasena,Aleem Dar,RJ Tucker,Shere Bangla National Stadium,New Zealand,,49,
Birmingham,,2014/09/02,,,,,,667727,male,0,4,RS Madugalle,,,,AM Rahane,MA Gough,2014,India in England ODI Series,India,field,India,IJ Gould,PR Reiffel,RT Robinson,Edgbaston,India,,,9
Southampton,"""ICC World Cricket League Championship",2015/06/27,,,,,,870891,male,0,6,DT Jukes,,true,,,TF Cox,2015,,United Arab Emirates,field,United Arab Emirates,,S George,D Odhiambo,The Rose Bowl (Nursery),Kenya,,65,
Peshawar,,2006/02/06,,,,,,235831,male,0,1,BC Broad,D/L,,,Salman Butt,,2005/06,India in Pakistan ODI Series,India,field,Pakistan,Zameer Haider,Asad Rauf,SJA Taufel,Arbab Niaz Stadium,Pakistan,,7,
London,,2006/06/17,,,,,,225250,male,0,1,CH Lloyd,,,,WU Tharanga,,2006,NatWest Series,Sri Lanka,field,England,IJ Gould,DB Hair,NJ Llong,Lord's,Sri Lanka,,20,
,Commonwealth Bank Series,2008/02/24,,,,,,291368,male,0,10,JJ Crowe,,,,RT Ponting,RD Goodger,2007/08,,India,bat,Australia,BNJ Oxenford,DJ Harper,AL Hill,Sydney Cricket Ground,Australia,,18,
Benoni,ICC World Cricket League Africa Region Qualifiers,2017/04/11,,,,,,1089146,male,0,11,D Govindjee,,true,,K Motlanka,VR Angara,2017,,Sierra Leone,bat,Sierra Leone,,A Louw,D Odhiambo,Willowmoore Park B Field,Botswana,,,2
Chennai,ICC Cricket World Cup,2011/03/17,,,,,,433593,male,0,36,RS Mahanama,,true,,JC Tredwell,SK Tarapore,2010/11,,West Indies,bat,England,SJA Taufel,SJ Davis,BNJ Oxenford,"""MA Chidambaram Stadium",England,,18,
Potchefstroom,,2017/05/19,,,,,,1089531,female,0,12,D Govindjee,,true,,DB Sharma,,2017,Women's Quadrangular Series (in South Africa),Zimbabwe,bat,Zimbabwe,,BP Jele,TC Mokorosi,Senwes Park,India,,,10
Manchester,,2015/09/13,,,,,,743985,male,0,5,JJ Crowe,,,,MR Marsh,MA Gough,2015,Australia in England ODI Series,Australia,bat,England,HDPK Dharmasena,RJ Bailey,JS Wilson,Old Trafford,Australia,,,8
Kuala Lumpur,ICC World Cricket League Division Five,2014/03/13,,,,,,722687,male,0,,GF Labrooy,,true,,OJ Bejide,Shafizan Shahriman,2013/14,,Tanzania,bat,Nigeria,,R D'Mello,A Kapa,Royal Selangor Club,Tanzania,,,3
Dublin,,2014/09/12,,,,,,727939,male,0,3,BC Broad,,,,,L Fourie,2014,Scotland in Ireland ODI Series,Scotland,field,Scotland,,MA Gough,M Hawthorne,"""The Village",Scotland,,,8
Belfast,,2007/06/23,,,,,,293071,male,0,,AG Hurst,D/L,,,G Gambhir,M Hawthorne,2007,,India,field,India,Aleem Dar,MR Benson,BF Bowden,"""Civil Service Cricket Club",India,,,9
,Commonwealth Bank Series,2012/02/26,,,,,,518965,male,0,10,BC Broad,,,,DA Warner,GA Abood,2011/12,,India,bat,Australia,SD Fry,BF Bowden,SJA Taufel,Sydney Cricket Ground,Australia,,87,
Lahore,,2006/12/10,,,,,,257770,male,0,3,AG Hurst,D/L,,,Naved-ul-Hasan,Iqbal Butt,2006/07,West Indies in Pakistan ODI Series,West Indies,field,Pakistan,Zameer Haider,Asad Rauf,NJ Llong,Gaddafi Stadium,Pakistan,,,7
Dubai,,2017/03/04,,,,,,1080631,male,0,2,GF Labrooy,,,,WTS Porterfield,Iftikhar Ali,2016/17,Ireland in United Arab Emirates ODI Series,Ireland,bat,United Arab Emirates,,Ahsan Raza,Akbar Ali,ICC Global Cricket Academy,Ireland,,,8
Pianoro,ICC World Cricket League Division Four,2010/08/20,,,,,,467090,male,0,,DT Jukes,,true,,A Thyagarajan,S Ketipe,2010,,United States of America,bat,United States of America,,A Bisson,RP Smith,Ovale di Rastignano,United States of America,,196,
London,,2014/05/31,,,,,,667895,male,0,4,JJ Crowe,,,,JC Buttler,RJ Bailey,2014,Sri Lanka in England ODI Series,Sri Lanka,field,England,CB Gaffaney,M Erasmus,IJ Gould,Lord's,Sri Lanka,,7,
Mirpur,,2015/07/12,,,,,,817209,male,0,2,DC Boon,,,,Soumya Sarkar,Anisur Rahman,2015,South Africa in Bangladesh ODI Series,South Africa,bat,South Africa,MA Gough,Enamul Haque,RK Illingworth,Shere Bangla National Stadium,Bangladesh,,,7
St Lucia,,2011/04/23,,,,,,489213,male,0,1,JJ Crowe,,,,Mohammad Hafeez,GO Brathwaite,2011,Pakistan in West Indies ODI Series,Pakistan,bat,West Indies,PJ Nero,EAR de Silva,NA Malcolm,"""Beausejour Stadium",Pakistan,,,8
Mirpur,,2010/02/28,,,,,,426420,male,0,1,JJ Crowe,,,,Tamim Iqbal,Tanvir Ahmed,2009/10,England in Bangladesh ODI Series,England,field,England,Sharfuddoula,Nadir Shah,RJ Tucker,Shere Bangla National Stadium,England,,,6
,Zimbabwe Triangular Series,2010/06/05,,,,,,452150,male,0,5,JJ Crowe,,true,,LD Chandimal,TJ Tapfumaneyi,2010,,Sri Lanka,field,Sri Lanka,,RE Koertzen,RB Tiffin,Harare Sports Club,Sri Lanka,,,6
Mount Maunganui,,2014/10/21,,,,,,749771,male,0,1,RS Mahanama,,,,AB de Villiers,PD Jones,2014/15,South Africa in New Zealand ODI Series,South Africa,field,South Africa,SJ Davis,CB Gaffaney,RJ Tucker,Bay Oval,South Africa,,,6
Mirpur,,2011/04/09,,,,,,503363,male,0,1,RS Mahanama,,,,MJ Clarke,Gazi Sohel,2011,Australia in Bangladesh ODI Series,Australia,field,Bangladesh,Enamul Haque,JD Cloete,Nadir Shah,Shere Bangla National Stadium,Australia,,60,
Jamaica,ICC World Cup,2007/03/13,,,,,,247457,male,0,1,BC Broad,,,,DR Smith,IJ Gould,2006/07,,Pakistan,field,Pakistan,BG Jerling,BF Bowden,SJA Taufel,"""Sabina Park",West Indies,,54,
,,2015/10/05,,,,,,919611,male,0,3,DT Jukes,,,,Bilal Asif,O Chirombe,2015/16,Pakistan in Zimbabwe ODI Series,Pakistan,field,Pakistan,RB Tiffin,TJ Matibiri,RSA Palliyaguruge,Harare Sports Club,Pakistan,,,7
Manchester,World Cup,2019/07/06,,,,,,1144527,male,0,45,RS Madugalle,,,,F du Plessis,RSA Palliyaguruge,2019,,South Africa,bat,South Africa,S Ravi,Aleem Dar,HDPK Dharmasena,Old Trafford,South Africa,,10,
Potchefstroom,,2011/10/23,,,,,,527680,female,0,2,D Govindjee,,,,CM Edwards,CD Isaacs,2011/12,England Women in South Africa ODI Series,England,field,South Africa,,R Ellis,LB Gcuma,Senwes Park,England,,96,
,,2015/01/16,,,,,,754751,male,0,1,AJ Pycroft,,,,MA Starc,MD Martell,2014/15,Carlton Mid One-Day International Tri-Series,England,bat,England,JD Ward,HDPK Dharmasena,SD Fry,Sydney Cricket Ground,Australia,,,3
Abu Dhabi,"""ICC World Cricket League Championship",2017/04/02,,,,,,1068737,male,0,2,SR Bernard,,,,,IJ Dixon,2017,Papua New Guinea in United Arab Emirates ODI Series,Papua New Guinea,bat,Papua New Guinea,,Akbar Ali,Shozab Raza,Sheikh Zayed Stadium,Papua New Guinea,,26,
Benoni,ICC World Cricket League Africa Region Qualifiers,2017/04/07,,,,,,1089137,male,0,2,D Govindjee,,true,,DNA Ankrah,F Ekalunga,2017,,Sierra Leone,field,Sierra Leone,,PM Musoke,IO Oyieko,Willowmoore Park B Field,Ghana,,113,
Derby,ICC Women's World Cup,2017/07/05,,,,,,1085958,female,0,14,RB Richardson,,true,,DB Sharma,S George,2017,,Sri Lanka,bat,India,GO Brathwaite,CM Brown,L Rusere,County Ground,India,,16,
Delhi,,2011/10/17,,,,,,521219,male,0,2,RS Mahanama,,,,V Kohli,VA Kulkarni,2011/12,England in India ODI Series,England,bat,England,S Asnani,BF Bowden,SK Tarapore,Feroz Shah Kotla,India,,,8
,,2016/12/04,,,,,,1001371,male,0,1,RB Richardson,,,,SPD Smith,GA Abood,2016/17,Chappell-Hadlee Trophy,New Zealand,bat,Australia,P Wilson,HDPK Dharmasena,MD Martell,Sydney Cricket Ground,Australia,,68,
,,2009/01/26,,,,,,351687,male,0,4,RS Madugalle,,,,AB de Villiers,AR Collins,2008/09,South Africa in Australia ODI Series,South Africa,bat,Australia,BNJ Oxenford,IJ Gould,DJ Harper,Adelaide Oval,South Africa,,,8
Colombo,,2014/07/06,,,,,,730083,male,0,1,JJ Crowe,,,,HM Amla,RR Wimalasiri,2014,South Africa in Sri Lanka ODI Series,South Africa,bat,South Africa,NJ Llong,SJ Davis,REJ Martinesz,R Premadasa Stadium,South Africa,,75,
London,ICC Champions Trophy,2013/06/19,,,,,,566946,male,0,,J Srinath,,,,JC Tredwell,SJ Davis,2013,,South Africa,field,England,BNJ Oxenford,HDPK Dharmasena,RJ Tucker,Kennington Oval,England,,,7
Antigua,,2014/02/28,,,,,,636533,male,0,1,AJ Pycroft,,,,DJ Bravo,JS Wilson,2013/14,England in West Indies ODI Series,England,field,England,RJ Tucker,GO Brathwaite,M Erasmus,"""Sir Vivian Richards Stadium",West Indies,,15,
Nagpur,ICC Cricket World Cup,2011/02/25,,,,,,433565,male,0,8,RS Madugalle,,true,,MG Johnson,BNJ Oxenford,2010/11,Chappell-Hadlee Trophy,New Zealand,field,Australia,Asad Rauf,HDPK Dharmasena,BR Doctrove,"""Vidarbha Cricket Association Stadium",Australia,,,7
Toronto,,2009/08/19,,,,,,415162,male,0,1,DT Jukes,,,,Khurram Chohan,AKL Brijcoomar,2009,Kenya in Canada ODI Series,Kenya,field,Canada,,K Bayney,NA Malcolm,Maple Leaf North-West Ground,Canada,,,9
